4.617999999999999972e+01 5.671999999999999176e+01 6.470000000000000284e+01 6.734000000000000341e+01 7.445999999999999375e+01 7.850000000000000000e+01 8.214000000000000057e+01 8.565999999999999659e+01 8.843999999999999773e+01 9.110000000000000853e+01 9.135999999999999943e+01 9.423999999999999488e+01 9.584000000000000341e+01 9.639999999999999147e+01 9.706000000000000227e+01 9.759999999999999432e+01 9.821999999999999886e+01 9.923999999999999488e+01 9.914000000000000057e+01 9.909999999999999432e+01 9.928000000000000114e+01 9.946000000000000796e+01 9.968000000000000682e+01 9.976000000000000512e+01
6.382000000000000028e+01 7.293999999999999773e+01 8.012000000000000455e+01 8.371999999999999886e+01 8.809999999999999432e+01 9.125999999999999091e+01 9.337999999999999545e+01 9.534000000000000341e+01 9.664000000000000057e+01 9.779999999999999716e+01 9.829999999999999716e+01 9.883999999999998920e+01 9.946000000000000796e+01 9.942000000000000171e+01 9.971999999999999886e+01 9.953999999999999204e+01 9.978000000000000114e+01 9.983999999999998920e+01 9.993999999999999773e+01 9.990000000000000568e+01 9.993999999999999773e+01 9.996000000000000796e+01 9.996000000000000796e+01 9.998000000000000398e+01
7.434000000000000341e+01 8.351999999999999602e+01 8.884000000000000341e+01 9.193999999999999773e+01 9.407999999999999829e+01 9.700000000000000000e+01 9.770000000000000284e+01 9.840000000000000568e+01 9.885999999999999943e+01 9.940000000000000568e+01 9.957999999999999829e+01 9.970000000000000284e+01 9.979999999999999716e+01 9.987999999999999545e+01 9.985999999999999943e+01 9.990000000000000568e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.996000000000000796e+01 9.998000000000000398e+01
8.134000000000000341e+01 8.879999999999999716e+01 9.265999999999999659e+01 9.498000000000000398e+01 9.754000000000000625e+01 9.854000000000000625e+01 9.885999999999999943e+01 9.926000000000000512e+01 9.953999999999999204e+01 9.978000000000000114e+01 9.979999999999999716e+01 9.992000000000000171e+01 9.996000000000000796e+01 9.996000000000000796e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01
8.376000000000000512e+01 9.051999999999999602e+01 9.432000000000000739e+01 9.617999999999999261e+01 9.770000000000000284e+01 9.871999999999999886e+01 9.928000000000000114e+01 9.943999999999999773e+01 9.973999999999999488e+01 9.990000000000000568e+01 9.996000000000000796e+01 9.990000000000000568e+01 9.992000000000000171e+01 9.993999999999999773e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01
8.234000000000000341e+01 9.014000000000000057e+01 9.373999999999999488e+01 9.629999999999999716e+01 9.778000000000000114e+01 9.868000000000000682e+01 9.933999999999998920e+01 9.946000000000000796e+01 9.978000000000000114e+01 9.973999999999999488e+01 9.985999999999999943e+01 9.993999999999999773e+01 9.996000000000000796e+01 9.996000000000000796e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01
7.893999999999999773e+01 8.633999999999998920e+01 9.153999999999999204e+01 9.454000000000000625e+01 9.617999999999999261e+01 9.771999999999999886e+01 9.876000000000000512e+01 9.926000000000000512e+01 9.951999999999999602e+01 9.981999999999999318e+01 9.992000000000000171e+01 9.990000000000000568e+01 9.992000000000000171e+01 9.992000000000000171e+01 9.996000000000000796e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01
6.734000000000000341e+01 7.727999999999998693e+01 8.379999999999999716e+01 8.785999999999999943e+01 9.192000000000000171e+01 9.478000000000000114e+01 9.604000000000000625e+01 9.759999999999999432e+01 9.840000000000000568e+01 9.878000000000000114e+01 9.918000000000000682e+01 9.968000000000000682e+01 9.979999999999999716e+01 9.983999999999998920e+01 9.987999999999999545e+01 9.981999999999999318e+01 9.996000000000000796e+01 9.992000000000000171e+01 9.998000000000000398e+01 9.996000000000000796e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01 9.998000000000000398e+01
4.761999999999999744e+01 5.956000000000000227e+01 6.795999999999999375e+01 7.348000000000000398e+01 7.975999999999999091e+01 8.389999999999999147e+01 8.726000000000000512e+01 9.085999999999999943e+01 9.245999999999999375e+01 9.548000000000000398e+01 9.548000000000000398e+01 9.748000000000000398e+01 9.809999999999999432e+01 9.848000000000000398e+01 9.896000000000000796e+01 9.907999999999999829e+01 9.926000000000000512e+01 9.951999999999999602e+01 9.976000000000000512e+01 9.990000000000000568e+01 9.981999999999999318e+01 9.990000000000000568e+01 9.983999999999998920e+01 9.996000000000000796e+01
2.732000000000000028e+01 3.670000000000000284e+01 4.465999999999999659e+01 4.817999999999999972e+01 5.682000000000000739e+01 6.111999999999999744e+01 6.634000000000000341e+01 7.143999999999999773e+01 7.485999999999999943e+01 7.982000000000000739e+01 8.080000000000001137e+01 8.533999999999998920e+01 8.875999999999999091e+01 8.971999999999999886e+01 9.112000000000000455e+01 9.195999999999999375e+01 9.421999999999999886e+01 9.574000000000000909e+01 9.639999999999999147e+01 9.650000000000000000e+01 9.793999999999999773e+01 9.824000000000000909e+01 9.842000000000000171e+01 9.885999999999999943e+01
