3.663999999999999346e+01 4.060000000000000142e+01 4.061999999999999744e+01 4.679999999999999716e+01 4.810000000000000142e+01 5.347999999999999687e+01 5.687999999999999545e+01 6.033999999999999631e+01 5.985999999999999943e+01 6.421999999999999886e+01 6.659999999999999432e+01 6.971999999999999886e+01 7.259999999999999432e+01 7.564000000000000057e+01 7.751999999999999602e+01 7.803999999999999204e+01 8.156000000000000227e+01 8.209999999999999432e+01 8.470000000000000284e+01 8.493999999999999773e+01 8.559999999999999432e+01 8.746000000000000796e+01 8.842000000000000171e+01 8.981999999999999318e+01
4.357999999999999829e+01 4.691999999999999460e+01 4.929999999999999716e+01 5.538000000000000966e+01 5.816000000000000369e+01 6.107999999999999829e+01 6.715999999999999659e+01 6.912000000000000455e+01 7.141999999999998749e+01 7.573999999999999488e+01 7.803999999999999204e+01 7.923999999999999488e+01 8.243999999999999773e+01 8.378000000000000114e+01 8.601999999999999602e+01 8.766000000000001080e+01 8.855999999999998806e+01 9.021999999999999886e+01 9.103999999999999204e+01 9.237999999999999545e+01 9.200000000000000000e+01 9.379999999999999716e+01 9.432000000000000739e+01 9.539999999999999147e+01
4.744000000000000483e+01 5.270000000000000284e+01 5.340000000000000568e+01 6.221999999999999886e+01 6.380000000000000426e+01 6.817999999999999261e+01 7.239999999999999147e+01 7.570000000000000284e+01 7.688000000000000966e+01 8.042000000000000171e+01 8.257999999999999829e+01 8.385999999999999943e+01 8.665999999999999659e+01 8.857999999999999829e+01 9.162000000000000455e+01 9.078000000000000114e+01 9.307999999999999829e+01 9.357999999999999829e+01 9.462000000000000455e+01 9.519999999999998863e+01 9.578000000000000114e+01 9.654000000000000625e+01 9.671999999999999886e+01 9.734000000000000341e+01
4.700000000000000000e+01 5.240000000000000568e+01 5.210000000000000142e+01 6.007999999999999829e+01 6.186000000000000654e+01 6.785999999999999943e+01 7.303999999999999204e+01 7.412000000000000455e+01 7.659999999999999432e+01 7.912000000000000455e+01 8.180000000000001137e+01 8.317999999999999261e+01 8.720000000000000284e+01 8.818000000000000682e+01 8.965999999999999659e+01 9.060000000000000853e+01 9.273999999999999488e+01 9.256000000000000227e+01 9.457999999999999829e+01 9.457999999999999829e+01 9.507999999999999829e+01 9.598000000000000398e+01 9.615999999999999659e+01 9.737999999999999545e+01
4.327999999999999403e+01 4.883999999999999631e+01 4.769999999999999574e+01 5.660000000000000853e+01 5.631999999999999318e+01 6.017999999999999972e+01 6.606000000000000227e+01 6.876000000000000512e+01 7.167999999999999261e+01 7.507999999999999829e+01 7.690000000000000568e+01 7.915999999999999659e+01 8.128000000000000114e+01 8.389999999999999147e+01 8.707999999999999829e+01 8.753999999999999204e+01 8.850000000000000000e+01 9.000000000000000000e+01 9.256000000000000227e+01 9.287999999999999545e+01 9.247999999999998977e+01 9.454000000000000625e+01 9.384000000000000341e+01 9.609999999999999432e+01
3.713999999999999346e+01 4.257999999999999829e+01 4.160000000000000142e+01 4.907999999999999829e+01 4.938000000000000256e+01 5.487999999999999545e+01 5.875999999999999801e+01 6.251999999999999602e+01 6.207999999999999829e+01 6.771999999999999886e+01 7.017999999999999261e+01 7.137999999999999545e+01 7.516000000000001080e+01 7.738000000000000966e+01 8.093999999999999773e+01 8.156000000000000227e+01 8.350000000000000000e+01 8.548000000000000398e+01 8.693999999999999773e+01 8.714000000000000057e+01 8.851999999999999602e+01 8.981999999999999318e+01 9.097999999999998977e+01 9.251999999999999602e+01
2.591999999999999815e+01 2.792000000000000171e+01 2.653999999999999559e+01 3.438000000000000256e+01 3.396000000000000085e+01 3.550000000000000000e+01 4.297999999999999687e+01 4.572000000000000597e+01 4.546000000000000085e+01 5.070000000000000284e+01 5.292000000000000171e+01 5.298000000000000398e+01 5.744000000000000483e+01 5.953999999999999204e+01 6.393999999999999773e+01 6.603999999999999204e+01 6.797999999999998977e+01 6.876000000000000512e+01 7.178000000000000114e+01 7.345999999999999375e+01 7.328000000000000114e+01 7.659999999999999432e+01 7.701999999999999602e+01 8.140000000000000568e+01
1.209999999999999964e+01 1.363999999999999702e+01 1.236000000000000476e+01 1.643999999999999773e+01 1.627999999999999403e+01 1.785999999999999943e+01 2.027999999999999758e+01 2.124000000000000199e+01 2.237999999999999901e+01 2.580000000000000071e+01 2.660000000000000142e+01 2.808000000000000540e+01 3.097999999999999687e+01 3.072000000000000242e+01 3.550000000000000000e+01 3.556000000000000227e+01 3.914000000000000057e+01 3.914000000000000057e+01 4.070000000000000284e+01 4.280000000000000426e+01 4.453999999999999915e+01 4.771999999999999886e+01 4.729999999999999716e+01 5.130000000000000426e+01
6.040000000000000924e+00 6.720000000000004192e+00 6.399999999999995026e+00 8.179999999999997939e+00 8.220000000000005969e+00 9.240000000000003766e+00 1.066000000000000369e+01 1.116000000000000369e+01 1.201999999999999780e+01 1.415999999999999481e+01 1.485999999999999588e+01 1.451999999999999957e+01 1.682000000000000028e+01 1.853999999999999915e+01 2.042000000000000526e+01 2.189999999999999858e+01 2.259999999999999787e+01 2.386000000000000298e+01 2.748000000000000398e+01 2.701999999999999957e+01 2.620000000000000284e+01 3.020000000000000284e+01 3.007999999999999474e+01 3.397999999999999687e+01
7.879999999999998117e+00 9.540000000000004476e+00 8.460000000000000853e+00 1.281999999999999851e+01 1.248000000000000220e+01 1.450000000000000178e+01 1.877999999999999758e+01 1.949999999999999645e+01 2.054000000000000270e+01 2.326000000000000156e+01 2.364000000000000412e+01 2.643999999999999773e+01 2.864000000000000057e+01 3.234000000000000341e+01 3.459999999999999432e+01 3.701999999999999602e+01 3.955999999999999517e+01 3.970000000000000284e+01 4.465999999999999659e+01 4.525999999999999801e+01 4.534000000000000341e+01 4.779999999999999716e+01 4.979999999999999716e+01 5.336000000000000654e+01
1.450000000000000178e+01 1.750000000000000355e+01 1.825999999999999801e+01 2.246000000000000085e+01 2.480000000000000071e+01 2.782000000000000028e+01 3.234000000000000341e+01 3.741999999999999460e+01 3.753999999999999204e+01 4.197999999999999687e+01 4.494000000000000483e+01 4.741999999999999460e+01 5.060000000000000142e+01 5.238000000000000256e+01 5.791999999999999460e+01 5.939999999999999858e+01 6.357999999999999119e+01 6.456000000000000227e+01 6.778000000000000114e+01 6.906000000000000227e+01 6.945999999999999375e+01 7.343999999999999773e+01 7.409999999999999432e+01 7.720000000000000284e+01
2.117999999999999972e+01 2.473999999999999488e+01 2.556000000000000583e+01 3.304000000000000625e+01 3.362000000000000455e+01 3.888000000000000256e+01 4.356000000000000227e+01 4.814000000000000767e+01 4.946000000000000085e+01 5.305999999999999517e+01 5.744000000000000483e+01 6.117999999999999972e+01 6.428000000000000114e+01 6.651999999999999602e+01 6.861999999999999034e+01 7.229999999999999716e+01 7.414000000000000057e+01 7.542000000000000171e+01 7.907999999999999829e+01 8.065999999999999659e+01 8.128000000000000114e+01 8.365999999999999659e+01 8.429999999999999716e+01 8.750000000000000000e+01
2.705999999999999517e+01 3.246000000000000085e+01 3.312000000000000455e+01 4.157999999999999829e+01 4.444000000000000483e+01 4.991999999999999460e+01 5.560000000000000853e+01 5.944000000000000483e+01 6.226000000000000512e+01 6.608000000000001251e+01 6.901999999999999602e+01 7.132000000000000739e+01 7.434000000000000341e+01 7.795999999999999375e+01 8.082000000000000739e+01 8.147999999999998977e+01 8.414000000000000057e+01 8.478000000000000114e+01 8.750000000000000000e+01 8.843999999999999773e+01 8.943999999999999773e+01 9.108000000000001251e+01 9.200000000000000000e+01 9.326000000000000512e+01
3.010000000000000497e+01 3.526000000000000512e+01 3.707999999999999829e+01 4.485999999999999943e+01 4.625999999999999801e+01 5.192000000000000171e+01 5.707999999999999829e+01 6.119999999999999574e+01 6.457999999999999829e+01 6.806000000000000227e+01 7.159999999999999432e+01 7.435999999999999943e+01 7.581999999999999318e+01 7.920000000000000284e+01 8.156000000000000227e+01 8.409999999999999432e+01 8.611999999999999034e+01 8.701999999999999602e+01 8.884000000000000341e+01 9.029999999999999716e+01 9.120000000000000284e+01 9.282000000000000739e+01 9.293999999999999773e+01 9.465999999999999659e+01
2.952000000000000313e+01 3.588000000000000256e+01 3.691999999999999460e+01 4.624000000000000199e+01 4.587999999999999545e+01 5.196000000000000796e+01 5.627999999999999403e+01 6.111999999999999744e+01 6.329999999999999716e+01 6.797999999999998977e+01 7.081999999999999318e+01 7.250000000000000000e+01 7.656000000000000227e+01 7.923999999999999488e+01 8.095999999999999375e+01 8.300000000000000000e+01 8.600000000000000000e+01 8.646000000000000796e+01 8.843999999999999773e+01 8.928000000000000114e+01 8.975999999999999091e+01 9.173999999999999488e+01 9.237999999999999545e+01 9.400000000000000000e+01
2.688000000000000256e+01 3.127999999999999758e+01 3.267999999999999972e+01 3.842000000000000171e+01 4.195999999999999375e+01 4.754000000000000625e+01 5.276000000000000512e+01 5.674000000000000199e+01 5.807999999999999829e+01 6.182000000000000739e+01 6.460000000000000853e+01 6.671999999999999886e+01 7.157999999999999829e+01 7.421999999999999886e+01 7.714000000000000057e+01 7.742000000000000171e+01 8.084000000000000341e+01 8.229999999999999716e+01 8.431999999999999318e+01 8.571999999999999886e+01 8.546000000000000796e+01 8.826000000000000512e+01 8.901999999999999602e+01 9.078000000000000114e+01
2.026000000000000156e+01 2.267999999999999972e+01 2.483999999999999631e+01 3.166000000000000014e+01 3.116000000000000014e+01 3.611999999999999744e+01 4.078000000000000824e+01 4.374000000000000199e+01 4.459999999999999432e+01 4.886000000000000654e+01 5.096000000000000796e+01 5.400000000000000000e+01 5.802000000000000313e+01 6.082000000000000739e+01 6.288000000000000256e+01 6.437999999999999545e+01 7.014000000000000057e+01 6.945999999999999375e+01 7.232000000000000739e+01 7.474000000000000909e+01 7.396000000000000796e+01 7.665999999999999659e+01 7.903999999999999204e+01 8.107999999999999829e+01
1.321999999999999886e+01 1.653999999999999915e+01 1.550000000000000355e+01 1.989999999999999503e+01 2.092000000000000526e+01 2.403999999999999559e+01 2.695999999999999375e+01 2.782000000000000028e+01 2.930000000000000426e+01 3.182000000000000384e+01 3.461999999999999744e+01 3.653999999999999204e+01 3.842000000000000171e+01 4.165999999999999659e+01 4.485999999999999943e+01 4.515999999999999659e+01 4.970000000000000284e+01 4.929999999999999716e+01 5.318000000000000682e+01 5.436000000000000654e+01 5.485999999999999943e+01 5.840000000000000568e+01 5.926000000000000512e+01 6.204000000000000625e+01
9.599999999999997868e+00 1.131999999999999673e+01 9.319999999999994955e+00 1.340000000000000036e+01 1.293999999999999595e+01 1.418000000000000327e+01 1.700000000000000355e+01 1.832000000000000384e+01 1.695999999999999730e+01 1.974000000000000199e+01 2.016000000000000014e+01 2.117999999999999972e+01 2.274000000000000554e+01 2.539999999999999858e+01 2.758000000000000540e+01 2.740000000000000213e+01 2.970000000000000284e+01 2.995999999999999730e+01 3.189999999999999503e+01 3.253999999999999915e+01 3.234000000000000341e+01 3.444000000000000483e+01 3.544000000000000483e+01 3.930000000000000426e+01
7.179999999999997939e+00 7.740000000000001990e+00 6.559999999999998721e+00 8.720000000000005969e+00 8.040000000000002700e+00 8.520000000000004903e+00 9.919999999999994600e+00 1.084000000000000519e+01 9.299999999999997158e+00 1.074000000000000554e+01 1.158000000000000185e+01 1.173999999999999488e+01 1.308000000000000185e+01 1.528000000000000469e+01 1.461999999999999922e+01 1.520000000000000284e+01 1.625999999999999801e+01 1.622000000000000242e+01 1.782000000000000384e+01 1.874000000000000199e+01 1.774000000000000199e+01 1.874000000000000199e+01 2.002000000000000313e+01 2.139999999999999858e+01
